City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Sioux Lookout,CA,2021-03-24 22:39:58,50.1001,-91.917,30.2,74,90,11.5
297,Salisbury,GB,2021-03-24 22:39:58,51.0693,-1.7957,42.01,81,20,3.44
298,Santa Catarina De Tepehuanes,MX,2021-03-24 22:39:58,25.35,-105.7333,62.29,11,69,29.73
299,Sao Filipe,CV,2021-03-24 22:39:59,14.8961,-24.4956,72.46,70,7,18.19
300,Nanfeng,CN,2021-03-24 22:39:59,23.7434,111.7959,66.85,78,81,2.21
301,Zhezkazgan,KZ,2021-03-24 22:39:59,47.8043,67.7144,20.53,83,97,7.54
302,Pidhorodna,UA,2021-03-24 22:39:59,48.107,30.8895,31.42,79,100,13.38
303,Vidim,RU,2021-03-24 22:40:00,56.4088,103.1106,22.21,96,100,3.36
304,Mobaye,CF,2021-03-24 22:37:29,4.319,21.1786,71.4,94,100,1.43
305,Palmer,US,2021-03-24 22:39:05,42.1584,-72.3287,60.8,41,90,3.44
306,Upata,VE,2021-03-24 22:35:09,8.0086,-62.3989,87.01,53,66,4.0
307,Dunedin,NZ,2021-03-24 22:40:00,-45.8742,170.5036,55.99,91,100,1.01
308,Viedma,AR,2021-03-24 22:40:00,-40.8135,-62.9967,61.72,56,100,13.71
309,Seoul,KR,2021-03-24 22:38:15,37.5683,126.9778,46.4,93,20,1.14
310,Mogadishu,SO,2021-03-24 22:40:01,2.0371,45.3438,78.08,78,0,12.62
311,Corni,RO,2021-03-24 22:40:01,47.65,26.5833,32.0,64,75,9.22
312,Port Elizabeth,ZA,2021-03-24 22:40:01,-33.918,25.5701,68.0,83,20,11.5
313,Usinsk,RU,2021-03-24 22:40:01,65.9939,57.5281,22.51,96,81,11.9
314,Ambovombe,MG,2021-03-24 22:37:58,-25.1667,46.0833,69.19,83,2,3.15
315,Talcahuano,CL,2021-03-24 22:40:02,-36.7167,-73.1167,60.8,59,0,17.27
316,Rawson,AR,2021-03-24 22:40:02,-43.3002,-65.1023,57.51,54,99,11.18
317,Sao Felix Do Xingu,BR,2021-03-24 22:40:02,-6.6447,-51.995,73.15,95,74,2.24
318,Lira,UG,2021-03-24 22:40:02,2.235,32.9097,74.12,39,88,5.06
319,Usak,TR,2021-03-24 22:40:03,38.5,29.4167,26.33,84,65,6.62
320,Longkou,CN,2021-03-24 22:40:03,37.6508,120.3286,46.18,60,0,4.85
321,Flin Flon,CA,2021-03-24 22:40:04,54.7682,-101.865,19.4,42,90,11.5
322,Pevek,RU,2021-03-24 22:40:04,69.7008,170.3133,-14.03,92,100,3.47
323,Worthington,US,2021-03-24 22:40:04,40.0931,-83.018,73.4,38,20,20.71
324,Meadow Lake,US,2021-03-24 22:40:05,34.8014,-106.5436,42.01,60,75,20.71
325,Kodiak,US,2021-03-24 22:40:05,57.79,-152.4072,42.46,66,100,7.25
326,Iqaluit,CA,2021-03-24 22:37:19,63.7506,-68.5145,-16.01,69,75,4.61
327,Ati,TD,2021-03-24 22:40:05,13.2154,18.3353,84.42,17,24,10.6
328,Iskateley,RU,2021-03-24 22:40:06,67.6803,53.1512,29.25,94,100,13.78
329,Coquimbo,CL,2021-03-24 22:40:06,-29.9533,-71.3436,64.4,68,0,11.5
330,Lavumisa,SZ,2021-03-24 22:40:06,-27.31,31.892,65.8,77,99,1.5
331,Gamba,GA,2021-03-24 22:40:07,-2.65,10.0,75.58,83,100,3.76
332,Krasnoselkup,RU,2021-03-24 22:35:12,65.7,82.4667,14.5,97,91,6.91
333,Kostomuksha,RU,2021-03-24 22:40:07,64.571,30.5767,32.05,89,63,12.62
334,Solnechnyy,RU,2021-03-24 22:40:07,50.7214,136.6319,24.87,61,1,3.67
335,Aksu,CN,2021-03-24 22:40:08,41.1231,80.2644,49.96,25,10,3.94
336,Port-Gentil,GA,2021-03-24 22:40:08,-0.7193,8.7815,78.8,94,40,4.61
337,Naze,JP,2021-03-24 22:40:08,28.3667,129.4833,64.4,88,75,5.75
338,Goba,ET,2021-03-24 22:40:08,7.0167,39.9833,47.89,36,4,5.06
339,Karlshamn,SE,2021-03-24 22:40:09,56.1706,14.8619,46.99,87,90,4.61
340,Grindavik,IS,2021-03-24 22:40:09,63.8424,-22.4338,28.4,100,75,5.75
341,Honiara,SB,2021-03-24 22:40:09,-9.4333,159.95,84.67,69,46,3.74
342,San Buenaventura,MX,2021-03-24 22:40:09,27.0833,-101.5333,95.0,4,1,11.5
343,Araouane,ML,2021-03-24 22:40:10,18.9048,-3.5265,73.27,8,14,13.27
344,Tawang,IN,2021-03-24 22:40:10,27.5833,91.8667,37.44,74,16,4.12
345,Nanortalik,GL,2021-03-24 22:40:10,60.1432,-45.2371,18.63,54,24,32.99
346,Paamiut,GL,2021-03-24 22:40:10,61.994,-49.6678,12.81,85,100,5.86
347,Chegdomyn,RU,2021-03-24 22:40:11,51.1167,133.0167,20.01,80,99,1.05
348,Ahipara,NZ,2021-03-24 22:40:11,-35.1667,173.1667,69.84,52,0,1.36
349,Sicamous,CA,2021-03-24 22:40:11,50.8331,-118.9856,51.8,58,100,3.44
350,Kungurtug,RU,2021-03-24 22:40:11,50.5994,97.5228,24.33,93,100,5.66
351,Camocim,BR,2021-03-24 22:40:12,-2.9022,-40.8411,77.11,88,99,9.28
352,Roald,NO,2021-03-24 22:40:12,62.5833,6.1333,39.99,87,40,16.11
353,Le Port,RE,2021-03-24 22:40:05,-20.9373,55.2919,77.0,83,90,5.75
354,Arraial Do Cabo,BR,2021-03-24 22:40:12,-22.9661,-42.0278,78.8,88,0,3.44
355,Carolina,PR,2021-03-24 22:38:04,18.3808,-65.9574,80.6,69,40,12.66
356,Murfreesboro,US,2021-03-24 22:36:07,35.8456,-86.3903,75.2,41,20,11.5
357,Watertown,US,2021-03-24 22:35:41,42.3709,-71.1828,57.99,62,1,9.22
358,Prabumulih,ID,2021-03-24 22:40:13,-3.45,104.25,73.51,98,100,2.75
359,Benguela,AO,2021-03-24 22:40:13,-12.5763,13.4055,78.6,80,100,1.5
360,Bassar,TG,2021-03-24 22:40:13,9.25,0.7833,80.24,54,85,4.23
361,Touros,BR,2021-03-24 22:40:13,-5.1989,-35.4608,78.8,89,75,9.22
362,Kununurra,AU,2021-03-24 22:35:33,-15.7667,128.7333,80.6,100,90,2.3
363,Hay River,CA,2021-03-24 22:40:14,60.8156,-115.7999,-4.0,65,100,5.75
364,Zhicheng,CN,2021-03-24 22:40:14,30.2956,111.5047,53.01,91,0,1.45
365,Northam,GB,2021-03-24 22:40:14,51.0333,-4.2167,43.0,93,87,5.01
366,Sao Joao Da Barra,BR,2021-03-24 22:40:14,-21.6403,-41.0511,76.71,86,3,3.83
367,Faanui,PF,2021-03-24 22:40:15,-16.4833,-151.75,83.61,74,99,21.88
368,Talnakh,RU,2021-03-24 22:40:15,69.4865,88.3972,15.21,94,100,10.2
369,Semirom,IR,2021-03-24 22:40:15,31.4167,51.5667,51.21,39,45,11.74
370,Lompoc,US,2021-03-24 22:40:15,34.6391,-120.4579,64.0,45,1,17.27
371,Marsh Harbour,BS,2021-03-24 22:35:26,26.5412,-77.0636,76.32,68,9,1.12
372,Dingle,PH,2021-03-24 22:40:16,10.9995,122.6711,77.49,88,100,8.95
373,Diu,IN,2021-03-24 22:40:16,20.7141,70.9822,80.73,28,0,9.44
374,Lavrentiya,RU,2021-03-24 22:35:45,65.5833,-171.0,17.11,89,73,0.49
375,Korce,AL,2021-03-24 22:38:37,40.6186,20.7808,25.09,96,49,2.84
376,Newton,US,2021-03-24 22:38:05,42.337,-71.2092,59.0,44,100,8.05
377,Vostok,RU,2021-03-24 22:40:16,46.4856,135.8833,25.81,81,55,2.06
378,Shetpe,KZ,2021-03-24 22:40:17,44.1667,52.1167,42.93,90,89,18.63
379,Rio Gallegos,AR,2021-03-24 22:40:17,-51.6226,-69.2181,51.8,43,75,29.93
380,Casper,US,2021-03-24 22:40:17,42.8666,-106.3131,39.99,45,1,12.66
381,Biak,ID,2021-03-24 22:40:17,-0.9131,122.8766,77.25,83,100,0.72
382,Srednekolymsk,RU,2021-03-24 22:40:18,67.45,153.6833,-3.87,90,100,3.04
383,Leningradskiy,RU,2021-03-24 22:36:05,69.3833,178.4167,-3.96,93,100,13.2
384,Bollnas,SE,2021-03-24 22:40:18,61.3482,16.3946,39.99,84,86,1.01
385,The Valley,AI,2021-03-24 22:40:18,18.217,-63.0578,80.6,73,20,10.36
386,Borgarnes,IS,2021-03-24 22:40:18,64.5383,-21.9206,30.99,78,98,4.0
387,Iznoski,RU,2021-03-24 22:40:19,54.9881,35.3108,21.94,96,65,2.35
388,Plouzane,FR,2021-03-24 22:40:19,48.3833,-4.6167,44.6,93,50,3.44
389,Khani,GE,2021-03-24 22:40:19,41.9563,42.9566,41.0,93,75,4.61
390,Luderitz,NA,2021-03-24 22:40:19,-26.6481,15.1594,65.53,80,0,6.91
391,Nampula,MZ,2021-03-24 22:40:20,-15.1165,39.2666,67.91,98,43,3.91
392,Jinchang,CN,2021-03-24 22:40:20,38.4953,102.1739,43.7,19,98,11.43
393,Warren,US,2021-03-24 22:36:03,39.4334,-84.1666,73.4,43,1,14.97
394,Ahuimanu,US,2021-03-24 22:40:20,21.4447,-157.8378,80.6,73,75,5.75
395,Thinadhoo,MV,2021-03-24 22:40:20,0.5333,72.9333,81.1,76,100,10.18
396,Vanavara,RU,2021-03-24 22:40:21,60.34,102.2797,16.56,94,100,6.02
397,Barroso,BR,2021-03-24 22:40:21,-21.1869,-43.9758,71.6,73,0,2.3
398,Qaqortoq,GL,2021-03-24 22:40:21,60.7167,-46.0333,19.4,53,75,10.36
399,Mackay,AU,2021-03-24 22:40:21,-21.15,149.2,80.6,83,75,6.91
400,Kovur,IN,2021-03-24 22:39:17,14.4833,79.9833,72.34,86,3,6.62
401,Sovetskiy,RU,2021-03-24 22:40:22,61.3614,63.5842,14.5,95,65,5.97
402,Guane,CU,2021-03-24 22:40:22,22.2025,-84.0875,80.83,65,0,11.39
403,Wainwright,CA,2021-03-24 22:36:08,52.839,-110.8572,46.4,56,100,6.91
404,Dickinson,US,2021-03-24 22:40:22,29.4608,-95.0513,69.8,83,90,23.02
405,Half Moon Bay,US,2021-03-24 22:40:23,37.4636,-122.4286,68.0,82,1,14.97
406,Devonport,AU,2021-03-24 22:40:23,-41.1667,146.35,63.0,72,100,7.0
407,Balkanabat,TM,2021-03-24 22:40:23,39.5108,54.3671,69.22,49,98,3.24
408,Tilichiki,RU,2021-03-24 22:40:23,60.4667,166.1,12.58,86,100,9.93
409,Semnan,IR,2021-03-24 22:40:24,35.5729,53.3971,64.58,38,3,3.47
410,Laguna,US,2021-03-24 22:40:24,38.421,-121.4238,70.0,16,1,6.91
411,Pangkalanbuun,ID,2021-03-24 22:40:24,-2.6833,111.6167,74.26,94,88,1.66
412,Tecoanapa,MX,2021-03-24 22:40:24,16.5167,-98.75,81.45,58,0,8.84
413,Cidreira,BR,2021-03-24 22:40:25,-30.1811,-50.2056,73.4,74,57,9.17
414,Porto Santo,PT,2021-03-24 22:40:25,33.072,-16.3415,62.6,82,40,14.97
415,Yenagoa,NG,2021-03-24 22:40:25,4.9247,6.2642,74.71,91,96,4.45
416,Abatskoye,RU,2021-03-24 22:40:25,56.2875,70.4555,28.04,93,98,14.32
417,Berga,NO,2021-03-24 22:40:26,60.392,5.328,42.8,87,75,14.97
418,Salaga,GH,2021-03-24 22:40:26,8.5508,-0.5188,86.0,50,94,8.77
419,Pierre,US,2021-03-24 22:40:26,44.3683,-100.351,50.0,40,1,8.05
420,Ylivieska,FI,2021-03-24 22:40:27,64.0833,24.55,34.0,86,2,1.99
421,Maceio,BR,2021-03-24 22:40:27,-9.6658,-35.7353,77.0,88,75,3.44
422,Ajdabiya,LY,2021-03-24 22:36:41,30.7554,20.2263,56.59,56,97,10.56
423,Sola,VU,2021-03-24 22:40:27,-13.8833,167.55,80.92,73,76,3.83
424,Cairns,AU,2021-03-24 22:39:18,-16.9167,145.7667,79.0,89,90,8.05
425,Visby,SE,2021-03-24 22:40:27,57.6409,18.296,45.0,81,90,14.97
426,Lisakovsk,KZ,2021-03-24 22:40:28,52.5369,62.4936,9.48,96,15,6.17
427,Zapolyarnyy,RU,2021-03-24 22:40:22,69.4154,30.8136,37.4,60,0,18.41
428,Aksarka,RU,2021-03-24 22:40:28,66.5606,67.7975,8.62,93,59,8.93
429,Prado,BR,2021-03-24 22:40:28,-17.3411,-39.2208,76.84,80,0,7.38
430,San Cristobal,VE,2021-03-24 22:40:29,7.7669,-72.225,82.4,65,40,9.22
431,Missoula,US,2021-03-24 22:40:29,47.0166,-113.8009,42.8,52,90,9.22
432,Amahai,ID,2021-03-24 22:40:29,-3.3333,128.9167,80.78,76,96,2.77
433,Monte Alto,BR,2021-03-24 22:40:29,-21.2611,-48.4964,76.37,51,75,5.39
434,Xichang,CN,2021-03-24 22:40:30,27.8964,102.2634,50.85,75,2,1.74
435,Brae,GB,2021-03-24 22:40:30,60.3964,-1.353,44.6,81,90,27.63
436,Adrar,MR,2021-03-24 22:40:30,20.5022,-10.0711,74.26,11,0,12.41
437,Berdigestyakh,RU,2021-03-24 22:40:30,62.0989,126.6992,-13.76,99,96,2.24
438,Erzin,TR,2021-03-24 22:40:31,36.9559,36.2,55.99,71,86,32.01
439,Praia Da Vitoria,PT,2021-03-24 22:40:31,38.7333,-27.0667,54.0,82,0,3.69
440,Knyaginino,RU,2021-03-24 22:40:31,55.8228,45.0349,14.4,96,32,4.88
441,Lang Son,VN,2021-03-24 22:40:11,21.8333,106.7333,66.49,87,100,1.63
442,Kuloy,RU,2021-03-24 22:40:31,61.0305,42.4925,35.89,90,96,11.56
443,Freeport,US,2021-03-24 22:37:21,40.6576,-73.5832,54.0,94,90,13.8
444,Teya,RU,2021-03-24 22:40:32,60.3778,92.6267,27.43,95,99,7.29
445,Puerto Ayacucho,VE,2021-03-24 22:40:32,5.6639,-67.6236,81.39,69,97,4.9
446,Lerwick,GB,2021-03-24 22:40:32,60.1545,-1.1494,44.6,81,90,27.63
447,Ylojarvi,FI,2021-03-24 22:40:33,61.5563,23.5961,34.0,93,0,8.05
448,Paso De Carrasco,UY,2021-03-24 22:40:33,-34.8603,-56.0522,75.2,73,0,6.91
449,Springdale,US,2021-03-24 22:40:33,36.1867,-94.1288,62.6,48,1,3.44
450,Mabaruma,GY,2021-03-24 22:40:33,8.2,-59.7833,74.12,77,89,4.23
451,Mwanza,TZ,2021-03-24 22:40:33,-2.5167,32.9,71.06,68,63,5.21
452,Nouakchott,MR,2021-03-24 22:40:34,18.0858,-15.9785,68.0,77,0,14.97
453,Lugovoy,KZ,2021-03-24 22:40:34,42.9472,72.7644,48.51,57,48,9.1
454,Mengyin,CN,2021-03-24 22:40:34,35.7069,117.9264,51.24,62,1,2.8
455,Nakamura,JP,2021-03-24 22:40:34,32.9833,132.9333,53.49,96,100,2.86
456,Tarko-Sale,RU,2021-03-24 22:40:35,64.9225,77.785,-0.26,99,51,7.7
457,Abensberg,DE,2021-03-24 22:40:35,48.8167,11.85,41.0,100,1,1.14
458,Kattivakkam,IN,2021-03-24 22:40:35,13.2167,80.3167,78.8,89,40,3.44
459,Sao Francisco,BR,2021-03-24 22:40:35,-15.9486,-44.8644,74.53,53,88,4.52
460,Eenhana,NA,2021-03-24 22:40:36,-17.4667,16.3333,70.95,70,67,5.53
461,Iguape,BR,2021-03-24 22:40:36,-24.7081,-47.5553,77.5,88,71,6.89
462,Jaguaquara,BR,2021-03-24 22:40:36,-13.5306,-39.9708,66.13,80,38,6.17
463,Nago,JP,2021-03-24 22:40:36,26.5881,127.9761,68.0,88,75,10.58
464,Marawi,PH,2021-03-24 22:40:37,7.9986,124.2928,69.17,84,97,1.32
465,Mount Gambier,AU,2021-03-24 22:40:37,-37.8333,140.7667,59.0,82,40,10.36
466,Biloela,AU,2021-03-24 22:36:08,-24.4167,150.5,80.42,38,0,7.99
467,Inuvik,CA,2021-03-24 22:40:37,68.3499,-133.7218,14.0,52,100,3.44
468,Mount Isa,AU,2021-03-24 22:38:05,-20.7333,139.5,77.0,47,90,10.36
469,Nabire,ID,2021-03-24 22:40:38,-3.3667,135.4833,76.44,89,100,3.36
470,Surat,IN,2021-03-24 22:40:38,21.1667,72.8333,79.43,23,0,8.72
471,Bairiki,KI,2021-03-24 22:40:38,1.3292,172.9752,84.2,74,20,12.66
472,Port Macquarie,AU,2021-03-24 22:40:38,-31.4333,152.9167,73.99,72,0,1.01
473,Lipin Bor,RU,2021-03-24 22:40:39,60.2622,37.9763,32.76,94,44,11.59
474,Dicabisagan,PH,2021-03-24 22:40:39,17.0818,122.4157,76.15,86,30,1.57
475,Kendari,ID,2021-03-24 22:40:39,-3.945,122.4989,76.33,93,95,2.86
476,Evensk,RU,2021-03-24 22:40:39,61.95,159.2333,11.17,92,100,4.63
477,Dasoguz,TM,2021-03-24 22:40:40,41.8363,59.9666,59.0,63,0,6.91
478,Middelburg,ZA,2021-03-24 22:35:52,-25.7751,29.4648,58.53,88,85,3.56
479,Santa Marta,CO,2021-03-24 22:40:40,11.2408,-74.199,84.99,68,12,8.99
480,Egvekinot,RU,2021-03-24 22:40:40,66.3167,-179.1667,8.92,87,100,2.59
481,Mus,TR,2021-03-24 22:39:43,39.0,41.75,34.92,99,100,1.81
482,Berberati,CF,2021-03-24 22:40:40,4.2612,15.7922,68.05,93,100,1.7
483,Hirna,ET,2021-03-24 22:40:41,9.2167,41.1,62.38,25,4,4.7
484,Abalak,RU,2021-03-24 22:40:41,58.1286,68.5944,28.72,97,100,7.4
485,Nalut,LY,2021-03-24 22:40:41,30.3333,10.85,51.78,40,2,7.83
486,Abong Mbang,CM,2021-03-24 22:40:41,3.9833,13.1833,66.33,99,100,2.57
487,Lively,CA,2021-03-24 22:40:42,46.4334,-81.1498,53.01,87,75,10.36
488,Shelburne,CA,2021-03-24 22:40:42,44.0787,-80.2041,62.6,63,40,13.8
489,Asosa,ET,2021-03-24 22:40:42,10.0667,34.5333,73.6,33,79,2.04
490,San Jose Del Guaviare,CO,2021-03-24 22:40:43,2.5729,-72.6459,74.75,93,77,2.06
491,Tanout,NE,2021-03-24 22:40:24,14.9709,8.8879,79.66,14,91,12.35
492,Hagere Selam,ET,2021-03-24 22:40:43,6.4833,38.5167,44.96,46,7,4.7
493,Yumen,CN,2021-03-24 22:40:43,40.2833,97.2,44.91,21,100,16.37
494,Porangatu,BR,2021-03-24 22:40:43,-13.4408,-49.1486,74.44,75,99,3.36
495,Alofi,NU,2021-03-24 22:40:44,-19.0595,-169.9187,86.0,74,92,9.22
496,Bhimavaram,IN,2021-03-24 22:40:26,16.5333,81.5333,73.09,80,6,0.76
497,Kalmunai,LK,2021-03-24 22:40:44,7.4167,81.8167,77.45,86,96,1.61
498,Vila Do Maio,CV,2021-03-24 22:40:44,15.1333,-23.2167,69.8,73,0,14.97
499,Diego De Almagro,CL,2021-03-24 22:40:44,-26.3667,-70.05,68.59,42,0,6.44
500,Makasar,ID,2021-03-24 22:40:45,-5.14,119.4221,73.4,100,20,2.3
501,Aylmer,CA,2021-03-24 22:37:23,42.7668,-80.983,68.0,55,40,16.11
502,Pineville,US,2021-03-24 22:37:20,31.3224,-92.4343,75.2,64,75,11.5
503,Neepawa,CA,2021-03-24 22:40:45,50.2289,-99.4664,32.0,37,20,5.75
504,Batagay-Alyta,RU,2021-03-24 22:40:45,67.8006,130.4114,-19.17,92,94,3.76
505,Ballina,AU,2021-03-24 22:40:46,-28.8667,153.5667,75.2,60,0,4.61
506,Astoria,US,2021-03-24 22:40:46,46.1879,-123.8313,48.99,81,75,20.71
507,Goure,NE,2021-03-24 22:40:46,13.9835,10.2704,82.0,10,45,11.99
508,San Quintin,MX,2021-03-24 22:40:46,30.4833,-115.95,60.28,65,0,10.07
509,Adeje,ES,2021-03-24 22:40:47,28.1227,-16.726,68.0,73,0,2.3
510,Porto Novo,BJ,2021-03-24 22:36:02,6.4965,2.6036,80.6,83,20,6.91
511,Mahon,ES,2021-03-24 22:40:47,39.8885,4.2658,48.2,93,0,5.75
512,Vila Franca Do Campo,PT,2021-03-24 22:40:47,37.7167,-25.4333,55.4,76,20,10.36
513,Bitung,ID,2021-03-24 22:40:47,1.4451,125.1824,75.2,94,20,1.14
514,Kyren,RU,2021-03-24 22:40:48,51.6828,102.1408,31.28,85,100,0.67
515,Richards Bay,ZA,2021-03-24 22:40:48,-28.783,32.0377,69.8,67,100,3.87
516,Cheremukhovo,RU,2021-03-24 22:40:48,60.3484,59.9851,19.15,91,40,6.08
517,Seddon,AU,2021-03-24 22:40:48,-37.8068,144.8916,62.01,88,75,14.97
518,Wenceslau Braz,BR,2021-03-24 22:38:05,-23.8739,-49.8028,71.71,71,63,4.0
519,Riyadh,SA,2021-03-24 22:36:48,24.6877,46.7219,87.8,11,0,9.22
520,Sabzevar,IR,2021-03-24 22:40:49,36.2126,57.6819,70.39,30,100,4.41
521,Telixtac,MX,2021-03-24 22:40:49,18.5667,-98.7667,96.01,12,1,6.91
522,Puerto Escondido,MX,2021-03-24 22:40:49,15.85,-97.0667,86.0,74,1,9.22
523,Djambala,CG,2021-03-24 22:40:50,-2.5447,14.7533,67.59,93,77,10.16
524,Beloha,MG,2021-03-24 22:40:50,-25.1667,45.05,67.15,90,0,3.53
525,Trincomalee,LK,2021-03-24 22:40:50,8.5711,81.2335,81.66,77,95,10.27
526,Matamoros,MX,2021-03-24 22:40:50,25.5333,-103.25,86.0,2,75,16.11
527,Odweyne,SO,2021-03-24 22:40:51,9.4092,45.064,69.33,31,1,3.65
528,Kawalu,ID,2021-03-24 22:40:51,-7.3817,108.2082,73.27,94,100,0.76
529,Lufkin,US,2021-03-24 22:40:16,31.3382,-94.7291,73.99,73,90,9.22
530,Jaleswar,NP,2021-03-24 22:40:51,26.6471,85.8008,71.71,23,0,7.85
531,Charters Towers,AU,2021-03-24 22:40:51,-20.1,146.2667,78.96,60,86,8.7
532,Brive-La-Gaillarde,FR,2021-03-24 22:40:52,45.25,1.5,45.0,20,46,1.68
533,Okakarara,NA,2021-03-24 22:40:52,-20.5833,17.4333,66.99,80,78,3.11
534,Atar,MR,2021-03-24 22:40:52,20.5169,-13.0499,81.18,15,16,3.4
535,Ixtapa,MX,2021-03-24 22:40:52,20.7,-105.2,77.0,53,75,12.66
536,Road Town,VG,2021-03-24 22:37:37,18.4167,-64.6167,78.8,65,75,8.05
537,Tezu,IN,2021-03-24 22:40:53,27.9167,96.1667,73.35,28,46,4.97
538,Mindelo,CV,2021-03-24 22:40:53,16.8901,-24.9804,69.8,64,20,24.16
539,Cuitlahuac,MX,2021-03-24 22:40:53,18.8167,-96.7167,84.99,70,1,6.91
540,Trairi,BR,2021-03-24 22:40:53,-3.2778,-39.2689,76.95,86,42,4.83
541,Yatou,CN,2021-03-24 22:40:54,37.15,122.3833,47.05,57,0,3.29
542,Zalesovo,RU,2021-03-24 22:40:54,53.9939,84.7431,25.68,93,100,13.87
543,San Policarpo,PH,2021-03-24 22:40:54,12.1791,125.5072,79.93,84,86,13.11
544,Petropavlovsk-Kamchatskiy,RU,2021-03-24 22:40:54,53.0452,158.6483,24.8,50,75,4.47
545,Bagdarin,RU,2021-03-24 22:40:55,54.4333,113.6,8.89,93,10,3.89
546,Pemangkat,ID,2021-03-24 22:39:13,1.1667,108.9667,75.06,91,99,4.38
547,Whitehorse,CA,2021-03-24 22:40:55,60.7161,-135.0538,25.0,46,75,4.61
548,Hinton,CA,2021-03-24 22:40:55,53.4001,-117.5857,42.8,45,100,6.91
549,Port Lincoln,AU,2021-03-24 22:36:10,-34.7333,135.8667,63.66,61,13,13.51
550,Catamarca,AR,2021-03-24 22:40:55,-28.4696,-65.7852,78.01,72,36,3.0
551,Turukhansk,RU,2021-03-24 22:40:56,65.8167,87.9833,20.39,95,100,9.82
552,Baicheng,CN,2021-03-24 22:40:56,45.6167,122.8167,42.46,46,52,1.41
553,Do Gonbadan,IR,2021-03-24 22:40:56,30.3586,50.7981,71.6,30,0,4.61
554,Mahibadhoo,MV,2021-03-24 22:40:56,3.7833,72.9667,82.0,71,91,3.56
555,Madimba,TZ,2021-03-24 22:40:57,-10.4,40.3333,76.62,89,34,5.03
556,Acapulco,MX,2021-03-24 22:38:20,16.8634,-99.8901,82.4,65,20,6.91
557,Da Nang,VN,2021-03-24 22:40:57,16.0678,108.2208,73.4,88,75,3.53
558,Yarmouth,US,2021-03-24 22:40:57,41.7057,-70.2286,46.4,93,90,3.44
559,Ituacu,BR,2021-03-24 22:40:57,-13.8133,-41.2967,73.54,51,3,4.83
560,Nurota,UZ,2021-03-24 22:40:58,40.5614,65.6886,60.8,41,100,6.91
561,Zeya,RU,2021-03-24 22:40:58,53.75,127.2667,22.62,93,100,1.72
562,Canyon Lake,US,2021-03-24 22:40:58,29.8752,-98.2625,73.0,82,65,9.8
563,Gusinoye Ozero,RU,2021-03-24 22:40:58,51.1144,106.2614,27.1,90,91,3.15
564,Halifax,CA,2021-03-24 22:39:43,44.6453,-63.5724,46.99,93,90,5.75
565,Ludwigslust,DE,2021-03-24 22:40:59,53.3167,11.5,42.01,89,96,1.99
566,Waipawa,NZ,2021-03-24 22:40:59,-41.4122,175.5153,64.99,72,40,3.44
567,Calamar,CO,2021-03-24 22:40:59,10.2511,-74.9146,86.0,70,0,13.8
568,Canguaretama,BR,2021-03-24 22:40:59,-6.38,-35.1289,80.6,78,40,12.66
569,Tahoua,NE,2021-03-24 22:41:00,14.8888,5.2692,84.16,8,100,11.39
