City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Morant Bay,JM,17.8815,-76.4093,86.0,65,20,25.32,few clouds
343,Beysehir,TR,37.6773,31.7246,38.98,64,0,4.72,clear sky
344,Huilong,CN,31.8111,121.655,62.01,81,0,4.0,clear sky
345,Athens,GR,37.9795,23.7162,57.99,67,20,3.0,few clouds
346,Ust-Barguzin,RU,53.45,108.9833,14.4,91,79,4.29,broken clouds
347,Alberdi,AR,-32.8899,-60.6906,71.01,68,90,9.22,overcast clouds
348,Seoni Malwa,IN,22.45,77.4667,84.36,14,0,4.25,clear sky
349,Port Moresby,PG,-9.4431,147.1797,77.0,94,40,3.44,scattered clouds
350,Sampit,ID,-2.5333,112.95,74.1,98,100,0.25,overcast clouds
351,Hami,CN,42.8,93.45,58.37,26,23,9.1,few clouds
352,Springdale,US,36.1867,-94.1288,57.99,33,1,13.8,clear sky
353,Mbala,ZM,-8.8402,31.3659,61.2,81,100,2.89,overcast clouds
354,Saint Anthony,US,45.0205,-93.218,43.0,36,75,8.05,broken clouds
355,Itarema,BR,-2.9248,-39.9167,81.97,71,16,7.61,few clouds
356,Tarakan,ID,3.3,117.6333,79.75,79,100,4.09,overcast clouds
357,Baherden,TM,38.4362,57.4316,47.55,59,10,7.58,clear sky
358,Coihaique,CL,-45.5752,-72.0662,68.0,49,75,6.91,broken clouds
359,Lazaro Cardenas,MX,17.9583,-102.2,83.71,50,0,9.24,clear sky
360,Tigil,RU,57.8,158.6667,13.14,93,100,13.02,light snow
361,Bonavista,CA,48.6499,-53.1147,30.2,59,87,3.44,overcast clouds
362,Dali,CN,25.7,100.1833,50.29,36,5,6.13,clear sky
363,Manono,CD,-7.3,27.4167,72.73,85,96,4.32,overcast clouds
364,Daru,PG,-9.0763,143.2092,80.38,88,100,13.71,overcast clouds
365,Ambulu,ID,-8.345,113.6058,76.12,89,97,2.39,heavy intensity rain
366,Leirvik,NO,59.7798,5.5005,44.6,81,75,13.8,broken clouds
367,Caxito,AO,-8.5785,13.6643,76.48,84,90,3.53,overcast clouds
368,Avera,US,33.194,-82.5271,80.6,54,75,14.97,broken clouds
369,Kluang,MY,2.0251,103.3328,78.8,94,20,2.3,few clouds
370,Bilibino,RU,68.0546,166.4372,-25.65,95,58,3.49,broken clouds
371,Pontianak,ID,-0.0333,109.3333,77.0,94,75,3.44,moderate rain
372,Provideniya,RU,64.3833,-173.3,10.0,93,100,22.19,snow
373,Aguas Verdes,PE,-3.4814,-80.245,87.8,55,40,10.36,scattered clouds
374,Segezha,RU,63.7415,34.3222,36.28,94,100,10.04,overcast clouds
375,Yar-Sale,RU,66.8333,70.8333,-11.85,99,32,8.84,scattered clouds
376,San Policarpo,PH,12.1791,125.5072,79.9,82,100,9.46,overcast clouds
377,Yulara,AU,-25.2406,130.9889,75.2,57,0,12.66,clear sky
378,Isla Mujeres,MX,21.2311,-86.731,84.2,65,40,16.11,scattered clouds
379,Sinegorye,RU,62.0788,150.477,0.81,86,100,2.48,overcast clouds
380,North Bend,US,43.4065,-124.2243,48.99,81,90,13.8,overcast clouds
381,Tabas,IR,33.5959,56.9244,55.2,27,0,7.65,clear sky
382,Oksovskiy,RU,62.6062,39.8984,30.49,90,73,7.16,broken clouds
383,Lima,PE,-12.0432,-77.0282,77.0,61,0,8.05,clear sky
384,Risalpur,PK,34.0619,71.9917,75.2,60,40,6.91,haze
385,Mangrol,IN,21.1167,70.1167,78.08,78,1,11.01,clear sky
386,Banda Aceh,ID,5.5577,95.3222,77.95,82,88,3.71,overcast clouds
387,San Borja,BO,-14.8167,-66.85,77.25,75,100,5.39,overcast clouds
388,Klyuchi,RU,52.2667,79.1667,32.67,97,100,13.49,overcast clouds
389,Nouadhibou,MR,20.931,-17.0347,69.8,73,32,19.57,sand
390,Vermillion,US,42.7794,-96.9292,48.0,49,1,10.36,clear sky
391,Atar,MR,20.5169,-13.0499,89.04,14,63,15.5,broken clouds
392,Bemidji,US,47.4736,-94.8803,41.0,35,1,6.91,clear sky
393,Caravelas,BR,-17.7125,-39.2481,83.93,61,0,9.73,clear sky
394,Carballo,ES,43.213,-8.691,66.2,42,0,5.75,clear sky
395,Payson,US,40.0444,-111.7321,57.0,50,1,3.44,clear sky
396,Altus,US,34.6381,-99.334,71.01,24,1,1.43,clear sky
397,Nenjiang,CN,49.1833,125.2167,37.17,96,100,9.73,overcast clouds
398,Labytnangi,RU,66.6572,66.4183,-6.57,99,94,3.4,overcast clouds
399,La Asuncion,VE,11.0333,-63.8628,79.59,75,5,17.74,clear sky
400,Kyzyl-Suu,KG,42.3414,78.0056,39.45,77,100,4.85,overcast clouds
401,Acapulco,MX,16.8634,-99.8901,84.2,58,1,8.05,clear sky
402,Krasnovishersk,RU,60.4078,57.082,30.25,93,100,8.37,overcast clouds
403,Salamiyah,SY,35.0113,37.0532,47.34,64,4,4.63,clear sky
404,Kiisa,EE,59.2369,24.6889,39.2,70,0,11.5,clear sky
405,Dumas,US,35.8656,-101.9732,63.0,27,1,19.57,clear sky
406,Mucurici,BR,-18.0933,-40.5158,90.57,39,0,8.01,clear sky
407,Kamaishi,JP,39.2667,141.8833,52.56,99,100,10.78,moderate rain
408,Canora,CA,51.6333,-102.4343,41.0,56,20,21.85,few clouds
409,Noumea,NC,-22.2763,166.4572,79.0,88,0,2.3,clear sky
410,Bhan,PK,26.5583,67.7214,86.92,28,11,9.19,few clouds
411,Agropoli,IT,40.3469,14.9966,57.99,79,0,1.99,clear sky
412,Mandalgovi,MN,45.7625,106.2708,29.39,31,1,8.12,clear sky
413,Kamenka,RU,51.3223,42.7678,34.0,72,100,8.55,overcast clouds
414,Cap Malheureux,MU,-19.9842,57.6142,78.01,79,1,1.01,clear sky
415,Ukiah,US,39.1502,-123.2078,66.0,41,1,2.84,clear sky
416,Ketchikan,US,55.3422,-131.6461,37.4,87,75,13.8,broken clouds
417,San Andres,CO,12.5847,-81.7006,87.8,62,20,11.5,few clouds
418,Nabire,ID,-3.3667,135.4833,74.88,95,100,4.16,overcast clouds
419,Waitati,NZ,-45.75,170.5667,54.0,94,67,3.0,broken clouds
420,Gat,IL,31.61,34.7642,57.99,13,1,6.33,clear sky
421,Korem,ET,12.5058,39.5228,56.39,37,36,4.61,scattered clouds
422,Monrovia,LR,6.3005,-10.7969,78.8,94,75,5.79,light rain
423,Panukulan,PH,14.9333,121.8144,80.02,81,92,5.61,overcast clouds
424,Xiamen,CN,24.4798,118.0819,66.2,88,40,6.71,mist
425,Pisco,PE,-13.7,-76.2167,75.2,64,0,10.36,clear sky
426,Cabo Rojo,PR,18.0866,-67.1457,86.0,55,77,5.99,broken clouds
427,Bossangoa,CF,6.4926,17.4552,81.03,53,45,3.58,scattered clouds
428,Bud,US,39.447,-86.1758,42.01,76,100,17.78,overcast clouds
429,Tawau,MY,4.2498,117.8871,77.0,94,20,3.44,few clouds
430,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,66,20,9.22,few clouds
431,Muravlenko,RU,63.7898,74.523,0.32,97,86,9.37,overcast clouds
432,Rudbar,AF,30.15,62.6,75.13,20,83,19.53,broken clouds
433,Nosy Varika,MG,-20.5833,48.5333,77.72,84,29,1.99,light rain
434,Zalantun,CN,48.0,122.7167,37.89,81,100,6.44,overcast clouds
435,Lompoc,US,34.6391,-120.4579,73.0,34,0,6.02,clear sky
436,Jalor,IN,25.35,72.6167,82.56,17,5,10.0,clear sky
437,Eyrarbakki,IS,63.863,-21.1481,32.0,93,75,2.3,light snow
438,Kokkola,FI,63.8385,23.1307,39.2,70,90,5.75,overcast clouds
439,Phan Thiet,VN,10.9333,108.1,75.04,91,40,6.51,scattered clouds
440,Mizdah,LY,31.4451,12.9801,63.97,20,8,8.37,clear sky
441,Angoram,PG,-4.0625,144.0661,72.52,99,100,1.81,overcast clouds
442,Vestmannaeyjar,IS,63.4427,-20.2734,33.8,69,40,8.05,scattered clouds
443,Hailin,CN,44.5833,129.4167,39.0,97,100,3.4,light rain
444,Gazli,UZ,40.1333,63.45,47.48,42,2,12.3,clear sky
445,Marawi,PH,7.9986,124.2928,78.01,89,95,1.99,overcast clouds
446,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.72,62,93,4.18,overcast clouds
447,Zorritos,PE,-3.6805,-80.6782,87.8,55,40,10.36,scattered clouds
448,Glyadyanskoye,RU,54.9075,65.0883,21.11,89,85,8.9,overcast clouds
449,Leh,IN,34.1667,77.5833,40.24,57,100,8.41,overcast clouds
450,Sladkovo,RU,55.5284,70.3385,21.79,94,100,18.14,snow
451,Papayal,PE,-4.0761,-80.7361,84.13,58,91,9.8,overcast clouds
452,Noormarkku,FI,61.5927,21.8685,37.4,93,90,18.41,overcast clouds
453,Kavaratti,IN,10.5669,72.642,83.77,72,100,5.61,overcast clouds
454,Meulaboh,ID,4.1363,96.1285,77.36,86,92,3.04,overcast clouds
455,Shahdadkot,PK,27.8477,67.9055,91.51,16,92,8.34,overcast clouds
456,Murten,CH,46.9283,7.1172,53.6,58,78,0.47,broken clouds
457,Mandeville,JM,18.0417,-77.5071,82.4,69,20,19.57,few clouds
458,Camacha,PT,33.0833,-16.3333,64.4,77,20,9.22,few clouds
459,Fray Bentos,UY,-33.1325,-58.2956,69.01,82,81,8.99,broken clouds
460,Ca Mau,VN,9.1769,105.15,77.61,88,0,4.74,clear sky
461,Abha,SA,18.2164,42.5053,64.4,72,0,5.75,clear sky
462,Gurupi,BR,-11.7292,-49.0686,83.71,64,100,1.61,overcast clouds
463,Turukhansk,RU,65.8167,87.9833,-2.02,99,100,1.92,overcast clouds
464,Takoradi,GH,4.8845,-1.7554,80.65,80,10,8.3,clear sky
465,Weyburn,CA,49.6668,-103.8511,53.6,35,42,11.5,scattered clouds
466,Dongying,CN,37.4564,118.4856,51.06,30,100,6.22,overcast clouds
467,Kolochava,UA,48.4285,23.6959,45.0,51,49,1.99,scattered clouds
468,Lasa,IT,46.6166,10.7002,60.8,36,0,4.61,clear sky
469,North Platte,US,41.1239,-100.7654,64.4,24,1,19.22,clear sky
470,Eureka,US,40.8021,-124.1637,48.99,100,90,5.3,overcast clouds
471,Goderich,CA,43.7501,-81.7165,39.2,87,100,9.22,overcast clouds
472,Aksarka,RU,66.5606,67.7975,-14.76,99,57,5.44,broken clouds
473,Turkan,AZ,40.3639,50.215,46.4,87,0,6.91,clear sky
474,Bonito,BR,-21.1211,-56.4819,80.44,65,89,0.89,overcast clouds
475,Merrill,US,45.1805,-89.6835,32.0,64,90,14.97,overcast clouds
476,Uruzgan,AF,32.8333,66.0,61.83,15,0,10.07,clear sky
477,Kununurra,AU,-15.7667,128.7333,75.2,94,100,4.34,overcast clouds
478,Omaruru,NA,-21.4333,15.9333,74.59,38,74,6.44,broken clouds
479,Mahajanga,MG,-15.7167,46.3167,80.6,74,20,5.75,few clouds
480,Kota Kinabalu,MY,5.9749,116.0724,78.01,94,20,3.44,few clouds
481,Gazanjyk,TM,39.2446,55.5154,45.88,67,6,9.57,clear sky
482,Hearst,CA,49.6835,-83.6665,24.8,74,100,13.8,light snow
483,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,77,75,9.22,broken clouds
484,Hirna,ET,9.2167,41.1,63.3,21,57,3.4,broken clouds
485,Balabac,PH,7.9868,117.0645,80.64,78,92,3.65,overcast clouds
486,Saint-Leu,RE,-21.15,55.2833,77.0,83,0,5.75,clear sky
487,Cedar City,US,37.6775,-113.0619,59.0,21,1,8.05,clear sky
488,Bathsheba,BB,13.2167,-59.5167,82.4,61,40,21.85,scattered clouds
489,Antalaha,MG,-14.9003,50.2788,78.01,86,98,3.58,light rain
490,Porto Murtinho,BR,-21.6989,-57.8825,89.55,43,39,2.84,scattered clouds
491,Faro,PT,37.0194,-7.9322,64.4,77,0,9.22,clear sky
492,Mabaruma,GY,8.2,-59.7833,78.17,94,100,5.86,overcast clouds
493,Samarinda,ID,-0.5,117.15,74.17,96,100,1.34,overcast clouds
494,Khorol,UA,49.7837,33.2783,46.4,63,96,8.81,overcast clouds
495,Sol-Iletsk,RU,51.1631,54.9918,28.15,92,100,7.4,light snow
496,Chapais,CA,49.7834,-74.8492,30.2,93,90,12.66,snow
497,Savannah Bight,HN,16.45,-85.85,87.8,55,40,9.22,scattered clouds
498,Husavik,IS,66.0449,-17.3389,33.8,55,20,8.05,few clouds
499,Namtsy,RU,62.7161,129.6658,-4.0,84,0,2.24,clear sky
500,Cumberland,US,35.0502,-78.8664,84.2,45,90,24.16,overcast clouds
501,Huarmey,PE,-10.0681,-78.1522,75.51,73,100,10.0,overcast clouds
502,Denpasar,ID,-8.65,115.2167,77.0,94,75,1.14,light rain
503,Sainte-Maxime,FR,43.3,6.6333,55.4,62,0,3.44,clear sky
504,Wanning,CN,18.8003,110.3967,74.14,96,100,8.93,overcast clouds
505,Soe,ID,-9.8607,124.284,66.97,90,100,3.2,overcast clouds
506,Urumqi,CN,43.801,87.6005,50.0,76,75,2.24,broken clouds
507,Havelock,US,34.8791,-76.9013,73.99,84,100,11.99,overcast clouds
508,Simbahan,PH,6.3032,120.5836,82.13,78,100,12.95,light rain
509,Mexico,PH,15.0646,120.7198,78.8,78,75,4.61,broken clouds
510,Mogadishu,SO,2.0371,45.3438,80.74,86,99,18.28,overcast clouds
511,Bogorodskoye,RU,56.55,37.8833,32.43,82,72,7.09,broken clouds
512,Witu,KE,-2.3889,40.4382,82.4,78,1,6.91,clear sky
513,Tagusao,PH,9.1924,117.8141,79.72,81,97,6.91,overcast clouds
514,Dwarka,IN,22.2394,68.9678,79.02,73,55,14.38,broken clouds
515,Thetford Mines,CA,46.0913,-71.3013,39.99,93,100,13.8,overcast clouds
516,Santa Maria,BR,-29.6842,-53.8069,80.6,61,75,9.22,broken clouds
517,Portland,US,45.5234,-122.6762,50.0,66,75,12.66,broken clouds
518,Prabumulih,ID,-3.45,104.25,73.58,99,93,2.82,overcast clouds
519,Guerrero Negro,MX,27.9769,-114.0611,80.17,18,7,6.46,clear sky
520,Santa Isabel,BR,-23.3156,-46.2214,87.8,42,75,10.36,moderate rain
521,Nyurba,RU,63.2842,118.3319,8.53,97,95,3.58,overcast clouds
522,Durazno,UY,-33.4131,-56.5006,73.4,60,40,5.75,scattered clouds
523,Hat Yai,TH,7.0084,100.4767,75.2,100,75,1.23,broken clouds
524,Bell Ville,AR,-32.6259,-62.6887,73.99,55,7,5.01,clear sky
525,Vao,NC,-22.6667,167.4833,77.41,82,11,14.56,few clouds
526,Mehriz,IR,31.5917,54.4318,57.2,15,1,13.8,dust
527,Coahuayana,MX,18.7333,-103.6833,80.6,41,40,9.22,scattered clouds
528,Yabelo,ET,4.8833,38.0833,67.15,33,99,7.74,overcast clouds
529,Mino,JP,34.8269,135.4706,59.0,99,29,1.01,scattered clouds
530,Quelimane,MZ,-17.8786,36.8883,78.8,89,40,2.3,scattered clouds
531,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,77,20,16.06,few clouds
532,Jaque,PA,7.5175,-78.1703,82.63,73,96,3.06,light rain
533,Torres,BR,-29.3353,-49.7269,75.51,83,9,5.61,clear sky
534,Juneau,US,58.3019,-134.4197,35.01,84,0,5.91,clear sky
535,Arrifes,PT,37.7667,-25.7,60.8,77,75,9.22,broken clouds
536,Haines Junction,CA,60.7522,-137.5108,21.2,38,7,12.66,clear sky
537,Solton,RU,52.8429,86.4787,33.19,99,100,3.04,overcast clouds
538,Choix,MX,26.7092,-108.3219,92.21,6,7,4.94,clear sky
539,Wewak,PG,-3.5534,143.6268,77.72,86,100,3.89,overcast clouds
540,Sabang,ID,5.8933,95.3214,80.38,75,100,5.73,overcast clouds
541,Raudeberg,NO,61.9875,5.1352,44.01,85,96,25.23,overcast clouds
542,San Patricio,US,28.017,-97.5169,69.8,46,40,12.66,scattered clouds
543,Chlorakas,CY,34.8042,32.4083,53.6,54,40,5.75,scattered clouds
544,Hambantota,LK,6.1241,81.1185,73.4,100,90,3.44,heavy intensity rain
545,Nara,JP,34.6851,135.8049,59.0,95,21,5.88,few clouds
546,Ekibastuz,KZ,51.6667,75.3667,27.9,93,90,17.58,overcast clouds
547,Kahului,US,20.8947,-156.47,73.4,73,40,18.41,scattered clouds
548,Udachnyy,RU,66.4167,112.4,11.1,96,100,4.79,overcast clouds
549,Lovozero,RU,68.005,35.0117,33.69,98,96,3.78,overcast clouds
550,Axim,GH,4.8699,-2.2405,79.95,83,6,6.51,clear sky
551,Chokwe,MZ,-24.5333,32.9833,69.03,79,0,5.44,clear sky
552,Tonneins,FR,44.3921,0.3124,60.8,48,0,3.44,clear sky
553,Naze,JP,28.3667,129.4833,63.21,83,50,5.39,scattered clouds
554,Tual,ID,-5.6667,132.75,83.19,76,100,17.4,moderate rain
555,Aklavik,CA,68.2191,-135.0107,-9.4,59,20,3.44,few clouds
556,Luoyang,CN,34.6836,112.4536,61.0,99,67,14.81,broken clouds
557,San Luis,AR,-33.295,-66.3356,72.7,23,0,4.85,clear sky
558,Portree,GB,57.4129,-6.1942,48.99,93,100,21.0,overcast clouds
559,Brun,AM,39.5349,46.3073,27.73,84,81,2.24,broken clouds
560,Sikonge,TZ,-5.6333,32.7667,75.2,78,20,3.65,few clouds
561,Vanimo,PG,-2.6741,141.3028,76.5,87,100,4.18,overcast clouds
562,Elko,US,41.0002,-115.5012,61.0,31,10,10.0,clear sky
563,Tukrah,LY,32.5341,20.5791,56.55,69,100,9.62,overcast clouds
564,Bechem,GH,7.0903,-2.025,81.93,61,85,2.15,overcast clouds
565,Dothan,US,31.2232,-85.3905,82.0,65,75,12.66,broken clouds
566,Sosnovo,RU,60.5514,30.2144,37.99,97,100,4.36,light rain
567,Berlevag,NO,70.8578,29.0864,35.6,69,0,14.97,clear sky
568,Hashtrud,IR,37.4779,47.0508,40.78,43,0,0.72,clear sky
569,Alcudia,ES,39.8532,3.1214,59.0,58,0,6.91,clear sky
570,Chimore,BO,-16.9833,-65.1333,75.0,82,100,0.89,overcast clouds
571,Acarau,BR,-2.8856,-40.12,81.7,73,33,8.12,scattered clouds
572,Monte Azul,BR,-15.155,-42.8747,95.61,15,30,2.19,scattered clouds
573,Caucaia,BR,-3.7361,-38.6531,87.8,66,20,6.91,few clouds
574,Beringovskiy,RU,63.05,179.3167,9.48,94,100,16.53,light snow
575,Kyotera,UG,-0.6156,31.5175,65.62,82,14,2.39,few clouds
576,Dicabisagan,PH,17.0818,122.4157,76.53,88,40,2.91,scattered clouds
577,Souillac,MU,-20.5167,57.5167,78.8,83,40,2.3,scattered clouds
578,Ngunguru,NZ,-35.6167,174.5,64.99,96,100,1.99,light rain
579,Sao Borja,BR,-28.6606,-56.0044,75.02,53,0,9.19,clear sky
580,Kadoma,JP,34.7333,135.5833,59.0,95,8,5.64,clear sky
581,Muli,MV,2.9167,73.5667,81.91,77,97,11.97,overcast clouds
582,Bonthe,SL,7.5264,-12.505,81.19,78,32,8.55,light rain
583,Rosetta,EG,31.4044,30.4164,59.0,55,40,14.97,scattered clouds
584,Sorong,ID,-0.8833,131.25,77.74,89,100,4.85,light rain
585,Sokolo,ML,14.7328,-6.1219,93.04,9,0,9.1,clear sky
586,Da Nang,VN,16.0678,108.2208,77.0,88,40,6.73,scattered clouds
587,Ixtapa,MX,20.7,-105.2,77.0,53,40,8.05,scattered clouds
588,Viedma,AR,-40.8135,-62.9967,79.77,12,100,7.78,overcast clouds
589,Minab,IR,27.1467,57.0801,78.8,69,31,4.61,haze
590,Port-Gentil,GA,-0.7193,8.7815,82.4,83,20,10.36,light rain
591,Telimele,GN,10.9167,-13.3333,88.0,33,6,9.57,clear sky
592,Laguna,US,38.421,-121.4238,71.01,39,1,5.75,clear sky
593,Cortes,ES,41.9395,-1.4396,66.2,48,0,10.36,clear sky
594,Pak Phanang,TH,8.3511,100.202,80.64,77,57,3.53,broken clouds
595,Dourbali,TD,11.8091,15.8632,84.83,14,0,14.16,clear sky
596,Hassleholm,SE,56.1591,13.7664,45.0,93,90,12.66,light rain
597,Amurzet,RU,47.6967,131.0981,40.05,96,100,11.86,moderate rain
598,Hualmay,PE,-11.0964,-77.6139,74.89,72,48,9.62,scattered clouds
599,Gushikawa,JP,26.3544,127.8686,71.6,94,75,2.75,mist
600,Mercedes,AR,-34.6515,-59.4307,73.0,77,99,3.0,overcast clouds
601,College,US,64.8569,-147.8028,8.01,66,40,4.61,scattered clouds
602,Beidao,CN,34.5686,105.8933,56.86,58,100,5.17,overcast clouds
603,Egvekinot,RU,66.3167,-179.1667,7.07,93,100,12.97,light snow
604,Dawei,MM,14.0833,98.2,77.83,83,100,0.92,overcast clouds
605,Coffs Harbour,AU,-30.3,153.1333,62.6,88,7,8.05,clear sky
606,Khandyga,RU,62.6667,135.6,8.37,97,100,1.32,overcast clouds
607,Aligudarz,IR,33.4006,49.6949,45.81,33,0,0.34,clear sky
608,Timra,SE,62.487,17.3257,36.0,93,90,1.14,overcast clouds
609,Malindi,KE,-3.2175,40.1191,84.2,74,20,9.22,few clouds
610,Fort Nelson,CA,58.8053,-122.7002,12.2,85,90,14.97,snow
611,Portoferraio,IT,42.8115,10.3146,55.0,87,0,2.86,clear sky
612,General Roca,AR,-39.0333,-67.5833,80.6,14,0,8.05,clear sky
613,Batagay,RU,67.6333,134.6333,-6.18,99,100,1.28,overcast clouds
614,Esmeraldas,BR,-19.7625,-44.3139,89.6,40,40,2.3,scattered clouds
615,La Ciotat,FR,43.1748,5.6045,57.0,65,0,3.65,clear sky
616,Saint-Pierre,RE,-21.3393,55.4781,77.0,83,0,5.75,clear sky
617,Puri,IN,19.8,85.85,80.6,89,0,8.05,mist
618,Zabaykalsk,RU,49.6333,117.3167,25.52,73,6,23.0,clear sky
619,Ust-Maya,RU,60.4167,134.5333,-1.07,99,100,1.1,overcast clouds
620,Kuytun,RU,54.3419,101.5036,16.54,97,99,2.28,overcast clouds
621,Puerto Colombia,CO,10.9878,-74.9547,87.8,58,0,17.27,clear sky
622,Gayeri,BF,12.6497,0.4931,86.74,9,0,9.19,clear sky
623,Busayra,JO,30.7376,35.6078,46.94,60,0,4.59,clear sky
624,Bridlington,GB,54.0831,-0.1919,55.99,76,100,11.99,overcast clouds
625,Kingman,US,35.1894,-114.053,69.8,18,1,3.44,clear sky
626,Kaeo,NZ,-35.1,173.7833,64.99,96,100,1.99,moderate rain
627,Merauke,ID,-8.4667,140.3333,79.47,86,100,11.3,overcast clouds
628,Agadez,NE,19.75,10.25,70.38,13,0,7.47,clear sky
629,Chake Chake,TZ,-5.2459,39.7666,81.79,74,35,8.1,scattered clouds
630,Sobolevo,RU,54.4299,31.8996,35.11,93,96,8.5,overcast clouds
631,Clarence Town,AU,-32.5833,151.7833,63.0,100,75,4.61,broken clouds
632,Monkey Bay,MW,-14.0728,34.9201,75.78,78,100,11.56,light rain
633,Mut,TR,36.6439,33.4389,46.92,57,0,7.09,clear sky
634,Usinsk,RU,65.9939,57.5281,23.36,96,100,7.0,light snow
635,Veraval,IN,20.9,70.3667,78.24,76,4,12.68,clear sky
636,Hell,NO,63.4455,10.9033,46.4,49,75,10.36,light rain
637,Salinas,US,36.6777,-121.6555,70.0,40,1,6.91,clear sky
638,Antsohihy,MG,-14.8796,47.9875,75.24,95,100,1.63,overcast clouds
639,Gamboma,CG,-1.8764,15.8644,74.21,90,100,4.68,moderate rain
640,Kalabo,ZM,-14.97,22.6814,72.52,66,100,4.65,overcast clouds
641,Jacareacanga,BR,-6.2222,-57.7528,90.46,50,99,4.68,overcast clouds
642,Jerantut,MY,3.936,102.3626,73.58,98,24,1.03,few clouds
643,Batagay-Alyta,RU,67.8006,130.4114,-7.37,88,100,5.41,overcast clouds
644,Hobyo,SO,5.3505,48.5268,80.87,77,68,12.8,broken clouds
645,Panaba,MX,21.2833,-88.2667,97.48,28,0,13.62,clear sky
646,Jining,CN,35.405,116.5814,54.61,26,100,7.31,light rain
647,Baj,HU,47.6459,18.3641,46.4,61,16,5.75,few clouds
648,Pyatnitskoye,RU,50.4233,37.8273,37.45,73,99,2.1,overcast clouds
649,Kanigoro,ID,-8.13,112.219,72.73,89,72,2.73,broken clouds
650,Nurota,UZ,40.5614,65.6886,42.8,93,90,16.11,mist
651,Luanda,AO,-8.8368,13.2343,80.37,77,72,11.48,broken clouds
652,Jinchang,CN,38.4953,102.1739,41.79,38,0,3.31,clear sky
653,Huangmei,CN,30.1924,116.025,61.07,77,0,2.84,light rain
654,Seymchan,RU,62.8833,152.4333,-13.2,98,100,0.58,overcast clouds
655,Teknaf,BD,20.8624,92.3058,75.29,84,72,3.51,broken clouds
656,Kudahuvadhoo,MV,2.6708,72.8944,81.5,78,100,13.49,overcast clouds
657,Nkowakowa,ZA,-23.8878,30.2871,57.2,88,0,8.05,clear sky
658,Vilhena,BR,-12.7406,-60.1458,86.0,51,40,11.5,scattered clouds
659,Emerald,AU,-23.5333,148.1667,69.8,83,40,5.75,scattered clouds
660,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,59,0,8.05,clear sky
661,Tazovskiy,RU,67.4667,78.7,-10.8,99,34,8.1,scattered clouds
662,Edd,ER,13.9297,41.6925,79.83,68,5,7.34,clear sky
663,Vilyuysk,RU,63.7553,121.6247,9.86,97,91,3.15,overcast clouds
664,Mecca,SA,21.4267,39.8261,74.97,57,0,8.23,clear sky
665,Makokou,GA,0.5738,12.8642,73.13,87,30,1.7,light rain
666,Sarangani,PH,5.4033,125.4636,80.17,77,100,1.48,heavy intensity rain
667,Bulgan,MN,48.8125,103.5347,29.19,34,6,2.39,clear sky
668,Zyryanka,RU,65.75,150.85,-7.13,98,100,1.77,overcast clouds
669,Seregno,IT,45.6524,9.2003,59.0,62,13,0.65,few clouds
670,Seddon,AU,-37.8068,144.8916,60.01,82,90,6.91,overcast clouds
671,Grand-Santi,GF,4.25,-54.3833,78.51,94,89,4.83,overcast clouds
672,Siva,EG,29.2041,25.5195,63.63,32,0,13.96,clear sky
673,Nuuk,GL,64.1835,-51.7216,10.4,67,20,11.5,few clouds
674,Praxedis Guerrero,MX,31.3667,-106.0167,66.0,31,1,3.44,clear sky
675,Camana,PE,-16.6228,-72.7111,74.44,72,100,8.28,overcast clouds
676,Zhaodong,CN,46.0833,125.9833,41.0,86,0,8.95,clear sky
677,Virginia Beach,US,36.8529,-75.978,81.0,55,100,10.0,overcast clouds
678,Khorixas,NA,-20.3667,14.9667,75.96,37,67,10.54,broken clouds
679,Jalu,LY,29.0331,21.5482,63.61,30,100,5.79,overcast clouds
680,Trollhattan,SE,58.2333,12.4167,43.0,93,90,11.5,light intensity drizzle
681,Port Lincoln,AU,-34.7333,135.8667,60.49,81,2,7.05,clear sky
682,Barra,BR,-11.0894,-43.1417,93.02,30,9,6.11,clear sky
683,Zhengjiatun,CN,43.5064,123.5064,40.32,46,6,18.05,clear sky
684,Micheweni,TZ,-4.9667,39.8333,82.98,74,14,9.26,few clouds
685,Abalak,RU,58.1286,68.5944,11.66,98,86,2.77,overcast clouds
686,Moose Factory,CA,51.2585,-80.6094,28.4,80,90,11.5,light snow
687,Gizo,SB,-8.103,156.8419,82.6,73,18,7.4,few clouds
688,Niono,ML,14.2526,-5.993,91.18,10,0,9.44,clear sky
689,Bodden Town,KY,19.2833,-81.25,86.0,62,40,12.66,scattered clouds
690,Peleduy,RU,59.6289,112.7406,5.68,99,100,1.39,overcast clouds
691,Casper,US,42.8666,-106.3131,48.99,46,1,19.57,clear sky
692,Luxor,EG,25.6989,32.6421,69.8,35,0,4.61,clear sky
693,Tzaneen,ZA,-23.8332,30.1635,57.2,88,0,8.05,clear sky
694,Manbij,SY,36.5281,37.9549,42.8,65,0,4.61,clear sky
695,Cascais,PT,38.6979,-9.4215,69.8,40,0,4.61,clear sky
