City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
383,Lima,PE,77.0,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
384,Risalpur,PK,75.2,haze,34.0619,71.9917,Iqbal Block
385,Mangrol,IN,78.08,clear sky,21.1167,70.1167,Hotel The Royal Honours
386,Banda Aceh,ID,77.95,overcast clouds,5.5577,95.3222,Sulthan Hotel International
387,San Borja,BO,77.25,overcast clouds,-14.8167,-66.85,
389,Nouadhibou,MR,69.8,sand,20.930999999999997,-17.0347,El Medina
393,Caravelas,BR,83.93,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
394,Carballo,ES,66.2,clear sky,43.213,-8.691,Pazo do Souto
396,Altus,US,71.01,clear sky,34.6381,-99.334,Holiday Inn Express & Suites Altus
399,La Asuncion,VE,79.59,clear sky,11.0333,-63.8628,Colinas de Matasiete
401,Acapulco,MX,84.2,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
405,Dumas,US,63.0,clear sky,35.8656,-101.9732,Holiday Inn Express & Suites Dumas
409,Noumea,NC,79.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
414,Cap Malheureux,MU,78.01,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
415,Ukiah,US,66.0,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
418,Nabire,ID,74.88,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
422,Monrovia,LR,78.8,light rain,6.3005,-10.7969,Sunset Inn
423,Panukulan,PH,80.02,overcast clouds,14.9333,121.8144,AC Lodging House
424,Xiamen,CN,66.2,mist,24.4798,118.0819,Xiamen Dongchen Hotel
425,Pisco,PE,75.2,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
427,Bossangoa,CF,81.03,scattered clouds,6.4926,17.4552,LA PERLE DE BOSTON
429,Tawau,MY,77.0,few clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
432,Rudbar,AF,75.13,broken clouds,30.15,62.6,
433,Nosy Varika,MG,77.72,light rain,-20.5833,48.5333,Hotel Volazara
435,Lompoc,US,73.0,clear sky,34.6391,-120.4579,Holiday Inn Express Lompoc
436,Jalor,IN,82.56,clear sky,25.35,72.6167,Hotel Mansarovar
439,Phan Thiet,VN,75.04,scattered clouds,10.9333,108.1,Hotel Saigon-PT
440,Mizdah,LY,63.97,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
441,Angoram,PG,72.52,overcast clouds,-4.0625,144.0661,
445,Marawi,PH,78.01,overcast clouds,7.9986,124.2928,Derogongan Residence
451,Papayal,PE,84.13,overcast clouds,-4.0761,-80.7361,
453,Kavaratti,IN,83.77,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
454,Meulaboh,ID,77.36,overcast clouds,4.1363,96.1285,Kost Pria
457,Mandeville,JM,82.4,few clouds,18.0417,-77.5071,Mandeville Hotel
458,Camacha,PT,64.4,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
459,Fray Bentos,UY,69.01,broken clouds,-33.1325,-58.2956,Gran Hotel Fray Bentos
460,Ca Mau,VN,77.61,clear sky,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
461,Abha,SA,64.4,clear sky,18.2164,42.5053,Abha Hotel
462,Gurupi,BR,83.71,overcast clouds,-11.7292,-49.0686,Via Norte Hotel
464,Takoradi,GH,80.65,clear sky,4.8845,-1.7554,Raybow International Hotel
468,Lasa,IT,60.8,clear sky,46.6166,10.7002,Pension Feldgärtenhof
469,North Platte,US,64.4,clear sky,41.1239,-100.7654,Holiday Inn Express & Suites North Platte
474,Bonito,BR,80.44,overcast clouds,-21.1211,-56.4819,Marruá Hotel
476,Uruzgan,AF,61.83,clear sky,32.8333,66.0,
477,Kununurra,AU,75.2,overcast clouds,-15.7667,128.7333,Hotel Kununurra
479,Mahajanga,MG,80.6,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
480,Kota Kinabalu,MY,78.01,few clouds,5.9749,116.0724,Gaya Centre Hotel
483,Vila Franca Do Campo,PT,60.8,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
484,Hirna,ET,63.3,broken clouds,9.2167,41.1,Seid Ali
485,Balabac,PH,80.64,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
486,Saint-Leu,RE,77.0,clear sky,-21.15,55.2833,La Caz Oceane
488,Bathsheba,BB,82.4,scattered clouds,13.2167,-59.5167,Atlantis Hotel
489,Antalaha,MG,78.01,light rain,-14.9003,50.2788,Hotel Vitasoa
491,Faro,PT,64.4,clear sky,37.0194,-7.9322,Hotel Faro & Beach Club
492,Mabaruma,GY,78.17,overcast clouds,8.2,-59.7833,
493,Samarinda,ID,74.17,overcast clouds,-0.5,117.15,Aston Samarinda Hotel & Convention Center
500,Cumberland,US,84.2,overcast clouds,35.0502,-78.8664,American Eagle Inn
501,Huarmey,PE,75.51,overcast clouds,-10.0681,-78.1522,Hotel Miramar
502,Denpasar,ID,77.0,light rain,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
504,Wanning,CN,74.14,overcast clouds,18.8003,110.3967,Paradise Hotel
505,Soe,ID,66.97,overcast clouds,-9.8607,124.28399999999999,Dena Hotel
507,Havelock,US,73.99,overcast clouds,34.8791,-76.9013,Sherwood Motel
508,Simbahan,PH,82.13,light rain,6.3032,120.5836,
509,Mexico,PH,78.8,broken clouds,15.0646,120.7198,stone place
510,Mogadishu,SO,80.74,overcast clouds,2.0371,45.3438,Olympic Hotel
512,Witu,KE,82.4,clear sky,-2.3889,40.4382,New City Guest House
513,Tagusao,PH,79.72,overcast clouds,9.1924,117.8141,Toledo
514,Dwarka,IN,79.02,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
516,Santa Maria,BR,80.6,broken clouds,-29.6842,-53.8069,Hotel Morotin
518,Prabumulih,ID,73.58,overcast clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
519,Guerrero Negro,MX,80.17,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
522,Durazno,UY,73.4,scattered clouds,-33.4131,-56.5006,Hotel Santa Cristina
523,Hat Yai,TH,75.2,broken clouds,7.0084,100.4767,New Season Hotel
524,Bell Ville,AR,73.99,clear sky,-32.6259,-62.6887,Hotel Central
525,Vao,NC,77.41,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
